Column1,안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지지번주소,Latitude,Longitude,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,안전비상벨설치연도,관리기관명,관리기관전화번호
173,0207,방범용,가로변,삼우초 정문,,35.9680397,127.1778036,양방향,N,N,N,2012,완주군청,063-290-2303
174,1,약자보호,가로변,군청 앞,순창읍 순화리 375-2,35.37432044,127.1365145,양방향,N,Y,N,2016,순창군청,063-650-1245
175,2,약자보호,가로변,까투리 사거리,순창읍 순화리 210-1,35.37336078,127.1423179,양방향,N,Y,N,2016,순창군청,063-650-1245
176,3,약자보호,가로변,영빈장,순창읍 남계리 221-3,35.37482562,127.1429214,양방향,N,Y,N,2016,순창군청,063-650-1245
177,4,약자보호,가로변,사랑교회,순창읍 남계리 964,35.37449333,127.1479591,양방향,N,Y,N,2016,순창군청,063-650-1245
178,5,약자보호,가로변,순창초 정문,,35.37519268,127.1387568,양방향,N,Y,N,2016,순창군청,063-650-1245
179,6,약자보호,공원,일품공원 _ 순창문화원 앞,순창읍 남계리 122-2,35.37681727,127.1495217,양방향,N,Y,N,2016,순창군청,063-650-1245
180,7,약자보호,공원,일품공원 _ 제일고 방향,순창읍 남계리 122-2,35.37681727,127.1495217,양방향,N,Y,N,2016,순창군청,063-650-1245
181,8,약자보호,가로변,노인 건강 증진센터,순창읍 남계리 625-4,35.37293479,127.1411751,양방향,N,Y,N,2016,순창군청,063-650-1245
182,9,약자보호,건물,팔덕초 정문,,35.39292587,127.0970645,양방향,N,Y,N,2016,순창군청,063-650-1245
183,10,약자보호,가로변,중앙초 후문,,35.37728553,127.1451051,양방향,N,Y,N,2016,순창군청,063-650-1245
184,11,약자보호,가로변,중앙초 정문,,35.37728553,127.1451051,양방향,N,Y,N,2016,순창군청,063-650-1245
185,12,약자보호,가로변,순창 어린이집,,35.37664709,127.1352409,양방향,N,Y,N,2016,순창군청,063-650-1245
186,13,약자보호,가로변,순창터미널 화장실 앞,,35.37694163,127.1411508,양방향,N,Y,N,2016,순창군청,063-650-1245
187,14,약자보호,가로변,대석아파트 주변,순창읍 납계리 343-3,35.37434428,127.147585,양방향,N,Y,N,2016,순창군청,063-650-1245
188,15,약자보호,가로변,꿈초롱 빛초롱 어린이집 앞,,35.3749447,127.1408722,양방향,N,Y,N,2016,순창군청,063-650-1245
189,16,약자보호,가로변,시산초 정문,,35.49207118,126.9805428,양방향,N,Y,N,2016,순창군청,063-650-1245
190,17,약자보호,가로변,쌍치초 정문,,35.50207204,127.0028473,양방향,N,Y,N,2016,순창군청,063-650-1245
191,18,약자보호,가로변,복흥초 정문,,35.4311937,126.9323847,양방향,N,Y,N,2016,순창군청,063-650-1245
192,19,약자보호,가로변,동산초 정문,,35.45593761,126.9204282,양방향,N,Y,N,2016,순창군청,063-650-1245
193,0208,방범용,가로변,전북재활학교 정문,,35.59223332,127.1472068,양방향,N,N,N,2012,완주군청,063-290-2303
194,0209,방범용,가로변,고산양화분교정문,,35.56427056,127.1215703,양방향,N,N,N,2013,완주군청,063-290-2303
195,0210,방범용,가로변,비봉초 정문,,35.5951772,127.818582,양방향,N,N,N,2012,완주군청,063-290-2303
196,0211,방범용,가로변,비봉초 후문,,35.59537684,127.8235716,양방향,N,N,N,2012,완주군청,063-290-2303
197,0212,방범용,가로변,운주초 정문,,36.531722,127.1642632,양방향,N,N,N,2012,완주군청,063-290-2303
198,0213,방범용,가로변,화산초 후문,,36.269756,127.1214778,양방향,N,N,N,2012,완주군청,063-290-2303
199,0214,방범용,가로변,화산초 정문,,36.237068,127.1288272,양방향,N,N,N,2012,완주군청,063-290-2303
200,0215,방범용,가로변,동상초 정문,,35.57262548,127.1734778,양방향,N,N,N,2013,완주군청,063-290-2303
201,0216,방범용,가로변,가천초 정문,,36.0330311,127.2625738,양방향,N,N,N,2013,완주군청,063-290-2303
202,0218,방범용,가로변,명작유치원부근,,35.9620422,127.1168953,양방향,N,N,N,2016,완주군청,063-290-2303
203,0219,방범용,가로변,장애인복지관,,35.5686316,127.936774,양방향,N,N,N,2016,완주군청,063-290-2303
204,0220,방범용,가로변,한옥숲유치원,,35.5619176,127.954846,양방향,N,N,N,2016,완주군청,063-290-2303
205,0221,방범용,가로변,봉동유치원,,35.56182436,127.9370368,양방향,N,N,N,2016,완주군청,063-290-2303
206,0222,방범용,가로변,무지개유치원,,35.56201228,127.9533304,양방향,N,N,N,2016,완주군청,063-290-2303
207,0223,방범용,가로변,새싹유치원,,35.55488604,127.9434952,양방향,N,N,N,2016,완주군청,063-290-2303
208,0224,방범용,가로변,생태꿈유치원,,35.58241068,127.1055056,양방향,N,N,N,2016,완주군청,063-290-2303
209,0225,방범용,가로변,꿈나무예능어린이집,,35.9056395,127.0720711,양방향,N,N,N,2016,완주군청,063-290-2303
210,0227,방범용,가로변,이서초공영주차장,,35.8208244,127.0253785,양방향,N,N,N,2016,완주군청,063-290-2303
211,0228,방범용,가로변,고산놀자지역아동센터,,35.582757,127.1247034,양방향,N,N,N,2016,완주군청,063-290-2303
212,0077,방범용,가로변,주공사거리 고기사랑앞,,35.9309316,127.1611984,양방향,N,N,N,2019,완주군청,063-290-2303
213,0078,방범용,가로변,봉동 청소년문화의 집앞,,35.934762,127.167053,양방향,N,N,N,2019,완주군청,063-290-2303
214,0079,방범용,가로변,백제대 창업보육센터 앞,,35.994777,127.12769,양방향,N,N,N,2019,완주군청,063-290-2303
215,0080,방범용,가로변,하신광 마을 입구,,35.767683,127.207688,양방향,N,N,N,2019,완주군청,063-290-2303
216,0081,방범용,가로변,코아루 1차택시승강장앞,,35.959797,127.125721,양방향,N,N,N,2019,완주군청,063-290-2303
217,0082,방범용,가로변,구 용봉교입구(국민체육센터건너편),,35.9369602,127.1714507,양방향,N,N,N,2019,완주군청,063-290-2303
218,0083,방범용,가로변,고산 남문약국사거리,,35.974954,127.20674,양방향,N,N,N,2019,완주군청,063-290-2303
219,0089,방범용,가로변,오성교부근탄소형CCTV,,35.9756906,127.214614,양방향,N,N,N,2019,완주군청,063-290-2303
220,0092,방범용,가로변,삼례공용버스터미널앞,,35.909646,127.074815,양방향,N,N,N,2020,완주군청,063-290-2303
221,0093,방범용,가로변,우석대 시내버스정류장앞,,35.912315,127.073803,양방향,N,N,N,2020,완주군청,063-290-2303
222,0094,방범용,가로변,중앙전자 사거리,,35.9166659,127.0749097,양방향,N,N,N,2020,완주군청,063-290-2303
223,0095,방범용,가로변,서여마을 입구 사거리,,35.900883,127.07003,양방향,N,N,N,2020,완주군청,063-290-2303
224,0096,방범용,가로변,비비정 상생공원앞,,35.905133,127.06334,양방향,N,N,N,2020,완주군청,063-290-2303
225,0097,방범용,가로변,삼례후상마을안 삼거리,,35.9605188,127.1283109,양방향,N,N,N,2020,완주군청,063-290-2303
226,0098,방범용,가로변,둔산공원 입구 사거리,,35.9605162,127.1274297,양방향,N,N,N,2020,완주군청,063-290-2303
227,0099,방범용,가로변,테크항공사거리,,35.96174,127.116931,양방향,N,N,N,2020,완주군청,063-290-2303
228,0100,방범용,가로변,한국프라임제약 사거리,,35.927362,127.162418,양방향,N,N,N,2020,완주군청,063-290-2303
229,0101,방범용,가로변,신월 문화마을 입구,,35.927362,127.162418,양방향,N,N,N,2020,완주군청,063-290-2303
230,0102,방범용,가로변,이서면행복지센터입구,,35.820212,127.0204484,양방향,N,N,N,2020,완주군청,063-290-2303
231,0103,방범용,가로변,이서 중앙정미소앞사거리,,35.8208058,127.0209224,양방향,N,N,N,2020,완주군청,063-290-2303
232,0104,방범용,가로변,이서하늘가아파트입구 삼거리,,35.8203953,127.0261369,양방향,N,N,N,2020,완주군청,063-290-2303
233,20,약자보호,가로변,풍산초 정문,,35.33756824,127.1375958,양방향,N,Y,N,2016,순창군청,063-650-1245
234,21,약자보호,가로변,금과초 정문,,35.33957562,127.0874695,양방향,N,Y,N,2016,순창군청,063-650-1245
235,22,약자보호,가로변,구림초 정문,,35.45334465,127.1010781,양방향,N,Y,N,2016,순창군청,063-650-1245
236,23,약자보호,가로변,옥천초 정문,,35.37317523,127.1463078,양방향,N,Y,N,2016,순창군청,063-650-1245
237,24,약자보호,가로변,순창초 옆문,,35.37525392,127.1387568,양방향,N,Y,N,2016,순창군청,063-650-1245
238,25,약자보호,가로변,적성초 정문,,35.39891997,127.2102084,양방향,N,Y,N,2016,순창군청,063-650-1245
239,26,약자보호,가로변,동계초 정문,,35.44071858,127.2404936,양방향,N,Y,N,2016,순창군청,063-650-1245
240,27,약자보호,가로변,인계초 정문,,35.41461519,127.158924,양방향,N,Y,N,2016,순창군청,063-650-1245
241,28,약자보호,가로변,유등초 정문,,35.36217492,127.1885335,양방향,N,Y,N,2016,순창군청,063-650-1245
242,1,방범용,공원,일품공원,,35.37762479,127.1468391,단방향,N,N,N,2017,순창군청,063-650-1258
243,2,방범용,화장실,순창터미널,,35.37692586,127.1403492,단방향,N,N,N,2017,순창군청,063-650-1258
244,3,방범용,기타,전통시장 어물전,,35.37157591,127.146159,단방향,N,N,N,2017,순창군청,063-650-1258
245,4,방범용,기타,민속마을,,35.36853075,127.111003,단방향,N,N,N,2017,순창군청,063-650-1258
246,5,방범용,기타,민속마을,,35.36860021,127.1099773,단방향,N,N,N,2017,순창군청,063-650-1258
247,6,방범용,기타,공설운동장,,35.37074488,127.1287269,단방향,N,N,N,2017,순창군청,063-650-1258
248,7,방범용,기타,공설운동장,,35.37074488,127.1287269,단방향,N,N,N,2017,순창군청,063-650-1258
249,8,방범용,기타,용궐산,,35.46277122,127.2014381,단방향,N,N,N,2017,순창군청,063-650-1258
250,9,방범용,기타,섬진강체육공원,,35.37113773,127.1959238,단방향,N,N,N,2017,순창군청,063-650-1258
251,10,방범용,기타,향가캠핑장,,35.33910742,127.1918601,단방향,N,N,N,2017,순창군청,063-650-1258
252,11,방범용,기타,병풍폭포,,35.407617,127.065332,단방향,N,N,N,2017,순창군청,063-650-1258
253,0105,방범용,가로변,원조남원골 추어탕앞,,35.9605951,127.122872,양방향,N,N,N,2020,완주군청,063-290-2303
254,0106,방범용,가로변,청춘포차 앞,,35.9595789,127.122779,양방향,N,N,N,2020,완주군청,063-290-2303
255,0107,방범용,가로변,고산만인식당앞,,35.9742897,127.2098265,양방향,N,N,N,2020,완주군청,063-290-2303
256,0108,방범용,가로변,신교마을입구 삼거리,,35.8540447,127.2055464,양방향,N,N,N,2020,완주군청,063-290-2303
257,0109,방범용,가로변,금당리입구GS주유소앞,,36.0849249,127.2593866,양방향,N,N,N,2020,완주군청,063-290-2303
258,0110,방범용,가로변,양화교차로 화정리방향,,35.9527349,127.1876574,양방향,N,N,N,2020,완주군청,063-290-2303
259,0388,방범용,가로변,삼례시장앞 사거리,,35.910456,127.0721148,양방향,N,N,N,2021,완주군청,063-290-2303
260,0390,방범용,가로변,백제대학교 원룸단지 삼거리,,35.9934614,127.123322,양방향,N,N,N,2021,완주군청,063-290-2303
261,0166,방범용,가로변,삼례중앙초 정문,,35.918014,127.080857,양방향,N,N,N,2012,완주군청,063-290-2303
262,0167,방범용,가로변,삼례중앙초 후문,,35.919894,127.080607,양방향,N,N,N,2012,완주군청,063-290-2303
263,0168,방범용,가로변,삼례동초 정문,,35.920528,127.105228,양방향,N,N,N,2012,완주군청,063-290-2303
264,0169,방범용,가로변,삼례동초 후문,,35.921293,127.106082,양방향,N,N,N,2012,완주군청,063-290-2303
265,0170,방범용,가로변,삼례초 정문,,35.909321,127.069783,양방향,N,N,N,2010,완주군청,063-290-2303
266,0171,방범용,가로변,삼례초 코너,,35.908912,127.068132,양방향,N,N,N,2012,완주군청,063-290-2303
267,0172,방범용,가로변,삼례초 후문,,35.910209,127.067492,양방향,N,N,N,2015,완주군청,063-290-2303
268,0174,방범용,가로변,봉서초 정문,,35.962525,127.125754,양방향,N,N,N,2010,완주군청,063-290-2303
269,0175,방범용,가로변,봉서초후문,,35.57500292,127.7323436,양방향,N,N,N,2014,완주군청,063-290-2303
270,0176,방범용,가로변,봉동초 정문,,35.5686316,127.936774,양방향,N,N,N,2010,완주군청,063-290-2303
271,0177,방범용,가로변,봉동초 후문,,35.56156468,127.9424404,양방향,N,N,N,2014,완주군청,063-290-2303
272,0178,방범용,가로변,봉성초 정문,,35.55198912,127.9192204,양방향,N,N,N,2013,완주군청,063-290-2303
273,0217,방범용,가로변,청완초 정문,,35.9620422,127.1168953,양방향,N,N,N,2020,완주군청,063-290-2303
274,0180,방범용,가로변,용봉초 정문,,35.54178272,127.9237999,양방향,N,N,N,2012,완주군청,063-290-2303
275,0181,방범용,가로변,간중초 정문,,35.5342596,127.1049872,양방향,N,N,N,2012,완주군청,063-290-2303
276,0182,방범용,가로변,간중초 후문,,35.53249216,127.105543,양방향,N,N,N,2012,완주군청,063-290-2303
277,0183,방범용,가로변,용진초 정문,,35.51229248,127.1038089,양방향,N,N,N,2012,완주군청,063-290-2303
278,0184,방범용,가로변,남관초 정문,,35.4321252,127.1359761,양방향,N,N,N,2012,완주군청,063-290-2303
279,0186,방범용,가로변,남관초교차로,,35.43218609,127.1357032,양방향,N,N,N,2012,완주군청,063-290-2303
280,0187,방범용,가로변,상관초 정문,,35.46192204,127.1225502,양방향,N,N,N,2013,완주군청,063-290-2303
281,0188,방범용,가로변,이서초 정문,,35.49134724,127.1275196,양방향,N,N,N,2012,완주군청,063-290-2303
282,0001,방범용,가로변,GS마트앞(우석대후문),,35.910764,127.063148,양방향,N,N,N,2017,완주군청,063-290-2303
283,0002,방범용,가로변,중서신마을 좋은사람들 원룸 앞,,35.9075077,127.052624,양방향,N,N,N,2017,완주군청,063-290-2303
284,0003,방범용,가로변,한별고 현대자동차 뒤,,35.9078751,127.0719583,양방향,N,N,N,2017,완주군청,063-290-2303
285,0004,방범용,가로변,만경동마을 편의점 앞 삼거리,,35.9123275,127.06718,양방향,N,N,N,2017,완주군청,063-290-2303
286,0005,방범용,가로변,만경동마을 베스트빌 앞,,35.9136073,127.0674054,양방향,N,N,N,2017,완주군청,063-290-2303
287,0006,방범용,가로변,원후동마을 한술애 앞,,35.912279,127.0747844,양방향,N,N,N,2017,완주군청,063-290-2303
288,0007,방범용,가로변,남서신마을 한별고 아래쪽,,35.82471,127.096552,양방향,N,N,N,2017,완주군청,063-290-2303
289,0008,방범용,가로변,화산마을 안길,,35.9152469,127.0679014,양방향,N,N,N,2017,완주군청,063-290-2303
290,0009,방범용,가로변,화산마을 빌라 앞,,35.915658,127.068732,양방향,N,N,N,2017,완주군청,063-290-2303
291,0010,방범용,가로변,황금동마을 삼례오피스텔 인근,,35.9133606,127.0703543,양방향,N,N,N,2017,완주군청,063-290-2303
292,0011,방범용,가로변,원후정마을 탑건원룸 앞 사거리,,35.9102999,127.0603891,양방향,N,N,N,2017,완주군청,063-290-2303
293,0012,방범용,가로변,원역전마을 삼례역앞,,35.9084385,127.0625548,양방향,N,N,N,2017,완주군청,063-290-2303
294,0014,방범용,가로변,인터숲 카페앞,,35.8315969,127.0191719,양방향,N,N,N,2014,완주군청,063-290-2303
295,0015,방범용,가로변,토마토빌라 앞,,35.83174404,127.020829,양방향,N,N,N,2014,완주군청,063-290-2303
296,0016,방범용,가로변,로뎀하우스 빌라앞 삼거리,,35.8319254,127.0215216,양방향,N,N,N,2014,완주군청,063-290-2303
297,0018,방범용,가로변,지사울공원 뒷길 비타민G빌라앞,,35.830399,127.1132384,양방향,N,N,N,2014,완주군청,063-290-2303
298,0019,방범용,가로변,예원빌라 앞 사거리,,35.828259,127.1235646,양방향,N,N,N,2014,완주군청,063-290-2303
299,0020,방범용,가로변,삼우중 뒷길,,35.825433,128.128668,양방향,N,N,N,2014,완주군청,063-290-2303
300,0021,방범용,가로변,BHC 빌딩 혁신점 삼거리,,35.827789,127.1278868,양방향,N,N,N,2014,완주군청,063-290-2303
301,0022,방범용,가로변,자치인력개발원 후문앞,,35.829773,127.024531,양방향,N,N,N,2014,완주군청,063-290-2303
302,0023,방범용,가로변,자치인력개발원 정문앞,,35.8322208,127.0237218,양방향,N,N,N,2014,완주군청,063-290-2303
303,0024,방범용,가로변,자치인력개발원 뒷길 로타리(정농마을입구),,35.5069036,127.1250536,양방향,N,N,N,2014,완주군청,063-290-2303
304,0025,방범용,가로변,특작과학원앞 자전거도로,,35.5071772,127.1524748,양방향,N,N,N,2014,완주군청,063-290-2303
305,0026,방범용,가로변,에코르1단지 정문앞,,35.83978668,127.0554846,양방향,N,N,N,2014,완주군청,063-290-2303
306,0027,방범용,가로변,에코르1단지 후문앞,,35.83978044,127.0533418,양방향,N,N,N,2014,완주군청,063-290-2303
307,0028,방범용,가로변,한국식품연구원농생명로 로타리,,35.8327749,127.0426595,양방향,N,N,N,2014,완주군청,063-290-2303
308,0029,방범용,가로변,식량과학원 후방 200m앞,,35.8382349,127.0507245,양방향,N,N,N,2014,완주군청,063-290-2303
309,0030,방범용,가로변,이노힐스 8단지 후문앞,,35.8359319,127.0417782,양방향,N,N,N,2014,완주군청,063-290-2303
310,0031,방범용,가로변,민족사관 유치원옆(주공마트),,35.5054384,127.3162864,양방향,N,N,N,2014,완주군청,063-290-2303
311,0032,방범용,가로변,전기안전공사(엠카운티),,35.8370735,127.0560032,양방향,N,N,N,2014,완주군청,063-290-2303
312,0035,방범용,가로변,sky원룸앞(양동길15),,35.8359319,127.024316,양방향,N,N,N,2014,완주군청,063-290-2303
313,0036,방범용,가로변,"통신국사(전주,완주)내",,35.8391643,127.0528707,양방향,N,N,N,2014,완주군청,063-290-2303
314,D32F19,기타,건물,임실군청 주택토지과,전북특별자치도 임실군 임실읍 이도리 78 임실군청,35.618021,127.288981,단방향,Y,N,N,2019,임실군청,063-640-2253
315,D32F13,기타,건물,임실읍사무소,전북특별자치도 임실군 임실읍 이도리 202,35.617342,127.286805,단방향,Y,N,N,2019,임실읍사무소,063-640-4043
316,D32F16,기타,건물,성수면사무소,전북특별자치도 임실군 성수면 양지리 267-10 성수면사무소,35.629905,127.33324,단방향,Y,N,N,2019,성수면사무소,063-640-4172
317,D32F10,기타,건물,삼계면사무소,전북특별자치도 임실군 삼계면 삼계리 425-1 삼계면사무소,35.507655,127.274395,단방향,Y,N,N,2019,삼계면사무소,063-640-4273
318,D32F17,기타,건물,지사면사무소,전북특별자치도 임실군 지사면 방계리 655-7 임실군지사면사무실,35.563921,127.357627,단방향,Y,N,N,2019,지사면사무소,063-640-4403
319,D32F15,기타,건물,관촌면사무소,전북특별자치도 임실군 관촌면 관촌리 346 관촌면사무소,35.673734,127.270841,단방향,N,N,N,2019,관촌면사무소,063-640-4313
320,D32F18,기타,건물,신평면사무소,전북특별자치도 임실군 신평면 원천리 212 신평면사무소,35.657092,127.223981,단방향,Y,N,N,2019,신평면사무소,063-640-4143
321,D32F11,기타,건물,신덕면사무소,전북특별자치도 임실군 신덕면 수천리 501-3 신덕면사무소,35.683956,127.178131,단방향,Y,N,N,2019,신덕면사무소,063-640-4243
322,D32F16,기타,건물,운암면사무소,전북특별자치도 임실군 운암면 쌍암리 819 운암면사무소,35.660648,127.160478,단방향,Y,N,N,2019,운암면사무소,063-640-4103
323,0038,방범용,가로변,가로등점멸기 사거리,,35.4959484,127.194692,양방향,N,N,N,2016,완주군청,063-290-2303
324,0039,방범용,가로변,다솜어울림빌라 뒷길 사거리,,35.4958692,127.1196428,양방향,N,N,N,2016,완주군청,063-290-2303
325,45720-250-01,방범용,화장실,만남의광장 공중화장실,전북특별자치도 진안군 진안읍 군하리 223-2,35.788992,127.425908,미연계,N,N,N,2019,진안읍행정복지센터,063-430-8132
326,45720-250-02,방범용,화장실,부귀산주차장,전북특별자치도 진안군 진안읍 군상리 1092-6,35.802691,127.413082,미연계,N,N,N,2019,진안읍행정복지센터,063-430-8132
327,D32F14,기타,건물,덕치면사무소,전북특별자치도 임실군 덕치면 회문리 111 덕치면사무소,35.510075,127.157243,단방향,Y,N,N,2019,덕치면사무소,063-640-4373
328,D32F09,기타,건물,강진면사무소,전북특별자치도 임실군 강진면 갈담리 303-1 강진면 사무소,35.53024,127.1637,단방향,Y,N,N,2019,강진면사무소,063-640-4344
329,D32F12,기타,건물,청웅면사무소,전북특별자치도 임실군 청웅면 구고리 219-7 청웅면사무소,35.569755,127.201305,단방향,Y,N,N,2019,청웅면사무소,063-640-4073
330,012-2348-3563,방범용,화장실,부안 상설시장 주차장화장실,부안군 부안읍 서외리 56-6,35.727004,126.730919,단방향,Y,N,N,2016,전북특별자치도 부안군,063-580-4547
331,012-2348-3562,방범용,화장실,썬키스로드 내 화장실,부안군 부안읍 신운리 37-1,35.727192,126.755117,단방향,Y,N,N,2016,전북특별자치도 부안군,063-580-4547
332,012-2348-3572,방범용,화장실,물의거리 화장실,부안군 부안읍 서외리 542-5,35.722328,126.73236,단방향,Y,N,N,2016,전북특별자치도 부안군,063-580-4547
333,012-2348-3577,방범용,화장실,매 창 공 원,부안군 부안읍 서외리 571-4,35.71996,126.728754,단방향,Y,N,N,2016,전북특별자치도 부안군,063-580-4547
334,012-2348-3593,방범용,화장실,서 림 공 원(Ⅰ),부안군 부안읍 서외리 산1-1,35.731645,126.730298,단방향,Y,N,N,2016,전북특별자치도 부안군,063-580-4547
335,012-2348-3564,방범용,화장실,부안시외버스터미널,부안군 부안읍 봉덕리 574-13,35.726934,126.736958,단방향,Y,N,N,2016,전북특별자치도 부안군,063-580-4547
336,012-2348-3561,방범용,화장실,부안시내버스터미널 옆,부안군 부안읍 봉덕리 803-1,35.726634,126.738752,단방향,Y,N,N,2016,전북특별자치도 부안군,063-580-4547
337,012-2348-3597,방범용,화장실,변산 송포항 입구(해변공원 B동),부안군 변산면 대항리 562-5,35.681562,126.531855,단방향,Y,N,N,2016,전북특별자치도 부안군,063-580-4547
338,012-2348-3574,방범용,화장실,변산 송포항 입구(해변공원 A동),부안군 변산면 대항리 523-91,35.68156,126.531856,단방향,Y,N,N,2016,전북특별자치도 부안군,063-580-4547
339,012-2348-3571,방범용,화장실,격포 터미널,부안군 변산면 격포리 302-38,35.681562,126.531856,단방향,Y,N,N,2016,전북특별자치도 부안군,063-580-4547
340,012-2348-3558,방범용,화장실,해창화장실,부안군 변산면 중계리 산18-21,35.678305,126.568898,단방향,Y,N,N,2016,전북특별자치도 부안군,063-580-4547
341,012-2348-3570,방범용,화장실,모항해수욕장 화장실1,부안군 변산면 도청리 171-5,35.582727,126.508016,단방향,Y,N,N,2016,전북특별자치도 부안군,063-580-4547
342,012-2348-3608,방범용,화장실,격포전망대 화장실,부안군 변산면 격포리 301-33,35.624656,126.467795,단방향,Y,N,N,2016,전북특별자치도 부안군,063-580-4547
343,012-2348-3575,방범용,화장실,격포채석강,부안군 변산면 격포리 산 47-61,35.628184,126.470741,단방향,Y,N,N,2016,전북특별자치도 부안군,063-580-4547
344,012-2348-3609,방범용,화장실,곰소다용도부지,진서면 곰소리 911,35.588744,126.612411,단방향,Y,N,N,2016,전북특별자치도 부안군,063-580-4547
